Date,Open,High,Low,Close,Adj Close,Volume
2022-10-28,379.8699951171875,389.5199890136719,379.67999267578125,389.0199890136719,379.0400390625,100302000
2022-10-31,386.44000244140625,388.3999938964844,385.260009765625,386.2099914550781,376.3021240234375,96631300
2022-11-01,390.1400146484375,390.3900146484375,383.2900085449219,384.5199890136719,374.65545654296875,85407600
2022-11-02,383.8999938964844,388.6300048828125,374.760009765625,374.8699951171875,365.2530517578125,126990400
2022-11-03,371.4700012207031,374.20001220703125,368.7900085449219,371.010009765625,361.4920959472656,87100100
2022-11-04,377.0,378.8699951171875,370.0,376.3500061035156,366.695068359375,103505200
2022-11-07,377.7099914550781,380.57000732421875,375.5299987792969,379.95001220703125,370.2027587890625,68286900
2022-11-08,381.1099853515625,385.1199951171875,377.7200012207031,382.0,372.20013427734375,84641100
2022-11-09,379.92999267578125,381.1400146484375,373.6099853515625,374.1300048828125,364.5320129394531,78495500
2022-11-10,388.04998779296875,395.0400085449219,385.6400146484375,394.69000244140625,384.5646057128906,141455800
2022-11-11,395.5899963378906,399.3500061035156,393.6099853515625,398.510009765625,388.28656005859375,93839900
2022-11-14,396.6600036621094,400.17999267578125,394.8299865722656,395.1199951171875,384.9835205078125,71903500
2022-11-15,401.1499938964844,402.30999755859375,394.489990234375,398.489990234375,388.26708984375,93194500
2022-11-16,396.7799987792969,397.7799987792969,394.7900085449219,395.45001220703125,385.3050842285156,68508500
2022-11-17,390.4599914550781,394.95001220703125,390.1400146484375,394.239990234375,384.1260681152344,74496300
2022-11-18,397.739990234375,397.80999755859375,393.0400085449219,396.0299987792969,385.87017822265625,92922500
2022-11-21,394.6400146484375,395.82000732421875,392.6600036621094,394.5899963378906,384.4671630859375,51243200
2022-11-22,396.6300048828125,400.07000732421875,395.1499938964844,399.8999938964844,389.6408996582031,60429000
2022-11-23,399.54998779296875,402.92999267578125,399.30999755859375,402.4200134277344,392.0962829589844,68261600
2022-11-25,401.8299865722656,402.9100036621094,401.5400085449219,402.3299865722656,392.0085754394531,30545400
2022-11-28,399.0899963378906,400.80999755859375,395.1099853515625,395.9100036621094,385.7532653808594,67881600
2022-11-29,396.04998779296875,397.29998779296875,393.29998779296875,395.2300109863281,385.0907287597656,52310000
2022-11-30,395.489990234375,407.67999267578125,393.4800109863281,407.67999267578125,397.2213439941406,144566700
2022-12-01,408.7699890136719,410.0,404.75,407.3800048828125,396.9290466308594,76398200
2022-12-02,402.25,407.8599853515625,402.1400146484375,406.9100036621094,396.4710998535156,85342700
2022-12-05,403.95001220703125,404.92999267578125,398.1700134277344,399.5899963378906,389.3388671875,77289800
2022-12-06,399.4200134277344,399.989990234375,391.6400146484375,393.8299865722656,383.7265930175781,77972200
2022-12-07,392.94000244140625,395.6400146484375,391.9700012207031,393.1600036621094,383.0738830566406,65927900
2022-12-08,395.1400146484375,397.3599853515625,393.2699890136719,396.239990234375,386.0747985839844,60737900
2022-12-09,394.94000244140625,397.6199951171875,393.1499938964844,393.2799987792969,383.19073486328125,81447700
2022-12-12,394.1099853515625,398.95001220703125,393.4100036621094,398.95001220703125,388.7152404785156,75405800
2022-12-13,410.2200012207031,410.489990234375,399.07000732421875,401.9700012207031,391.65777587890625,123782500
2022-12-14,401.6099853515625,405.5,396.30999755859375,399.3999938964844,389.1537780761719,108111300
2022-12-15,394.29998779296875,395.25,387.8900146484375,389.6300048828125,379.63433837890625,117705900
2022-12-16,385.17999267578125,386.5799865722656,381.0400085449219,383.2699890136719,375.1523742675781,119858000
2022-12-19,383.4700012207031,383.82000732421875,378.2799987792969,380.0199890136719,371.97119140625,79878100
2022-12-20,379.2300109863281,382.2300109863281,377.8500061035156,380.5400085449219,372.48016357421875,74427200
2022-12-21,383.25,387.4100036621094,382.69000244140625,386.2300109863281,378.0497131347656,78167400
2022-12-22,383.04998779296875,386.2099914550781,374.7699890136719,380.7200012207031,372.6564025878906,100120900
2022-12-23,379.6499938964844,383.05999755859375,378.0299987792969,382.9100036621094,374.8000183105469,59857300
2022-12-27,382.7900085449219,383.1499938964844,379.6499938964844,381.3999938964844,373.3219909667969,51638200
2022-12-28,381.3299865722656,383.3900146484375,376.4200134277344,376.6600036621094,368.682373046875,70911500
2022-12-29,379.6300048828125,384.3500061035156,379.0799865722656,383.44000244140625,375.31878662109375,66970900
2022-12-30,380.6400146484375,382.5799865722656,378.42999267578125,382.42999267578125,374.33013916015625,84022200
2023-01-03,384.3699951171875,386.42999267578125,377.8299865722656,380.82000732421875,372.7543029785156,74850700
2023-01-04,383.17999267578125,385.8800048828125,380.0,383.760009765625,375.63201904296875,85934100
2023-01-05,381.7200012207031,381.8399963378906,378.760009765625,379.3800048828125,371.3447570800781,76970500
2023-01-06,382.6099853515625,389.25,379.4100036621094,388.0799865722656,379.8605041503906,104189600
2023-01-09,390.3699951171875,393.70001220703125,387.6700134277344,387.8599853515625,379.6451416015625,73978100
2023-01-10,387.25,390.6499938964844,386.2699890136719,390.5799865722656,382.30755615234375,65358100
2023-01-11,392.2300109863281,395.6000061035156,391.3800048828125,395.5199890136719,387.14288330078125,68881100
2023-01-12,396.6700134277344,398.489990234375,392.4200134277344,396.9599914550781,388.5523986816406,90157700
2023-01-13,393.6199951171875,399.1000061035156,393.3399963378906,398.5,390.0597839355469,63903900
2023-01-17,398.4800109863281,400.2300109863281,397.05999755859375,397.7699890136719,389.3452453613281,62677300
2023-01-18,399.010009765625,400.1199951171875,391.2799987792969,391.489990234375,383.1982421875,99632300
2023-01-19,389.3599853515625,391.0799865722656,387.260009765625,388.6400146484375,380.40863037109375,86958900
2023-01-20,390.1000061035156,396.0400085449219,388.3800048828125,395.8800048828125,387.49530029296875,91806400
2023-01-23,396.7200012207031,402.6499938964844,395.7200012207031,400.6300048828125,392.14471435546875,84178800
2023-01-24,398.8800048828125,401.1499938964844,397.6400146484375,400.20001220703125,391.7237854003906,59524900
2023-01-25,395.95001220703125,400.70001220703125,393.55999755859375,400.3500061035156,391.87060546875,84800300
2023-01-26,403.1300048828125,404.9200134277344,400.0299987792969,404.75,396.1773986816406,72287400
2023-01-27,403.6600036621094,408.1600036621094,403.44000244140625,405.67999267578125,397.08770751953125,68346200
2023-01-30,402.79998779296875,405.1300048828125,400.2799987792969,400.5899963378906,392.10552978515625,74202000
2023-01-31,401.1300048828125,406.5299987792969,400.7699890136719,406.4800109863281,397.8707580566406,86811800
2023-02-01,405.2099914550781,413.6700134277344,402.3500061035156,410.79998779296875,402.0992736816406,101459200
2023-02-02,414.8599853515625,418.30999755859375,412.8800048828125,416.7799987792969,407.9526672363281,101654500
2023-02-03,411.5899963378906,416.9700012207031,411.0899963378906,412.3500061035156,403.6164245605469,94736800
2023-02-06,409.7900085449219,411.2900085449219,408.1000061035156,409.8299865722656,401.1498107910156,60295300
2023-02-07,408.8699951171875,416.489990234375,407.57000732421875,415.19000244140625,406.3962707519531,90990700
2023-02-08,413.1300048828125,414.5299987792969,409.92999267578125,410.6499938964844,401.95245361328125,76227500
2023-02-09,414.4100036621094,414.57000732421875,405.80999755859375,407.0899963378906,398.4678955078125,78694900
2023-02-10,405.8599853515625,408.44000244140625,405.010009765625,408.0400085449219,399.3977966308594,70769700
2023-02-13,408.7200012207031,412.9700012207031,408.239990234375,412.8299865722656,404.0862731933594,64913500
2023-02-14,411.239990234375,415.04998779296875,408.510009765625,412.6400146484375,403.90032958984375,88389300
2023-02-15,410.3500061035156,414.05999755859375,409.4700012207031,413.9800109863281,405.2119445800781,61555700
2023-02-16,408.7900085449219,412.9100036621094,408.1400146484375,408.2799987792969,399.63262939453125,76431500
2023-02-17,406.05999755859375,407.510009765625,404.04998779296875,407.260009765625,398.63427734375,89257800
2023-02-21,403.05999755859375,404.1600036621094,398.82000732421875,399.0899963378906,390.6373291015625,82655900
2023-02-22,399.5199890136719,401.1300048828125,397.0199890136719,398.5400085449219,390.0989990234375,83742300
2023-02-23,401.55999755859375,402.20001220703125,396.25,400.6600036621094,392.1740417480469,96242400
2023-02-24,395.4200134277344,397.25,393.6400146484375,396.3800048828125,387.9847106933594,108194400
2023-02-27,399.8699951171875,401.2900085449219,396.75,397.7300109863281,389.3061218261719,80444700
2023-02-28,397.2300109863281,399.2799987792969,396.1499938964844,396.260009765625,387.8672180175781,96438600
2023-03-01,395.4100036621094,396.69000244140625,393.3800048828125,394.739990234375,386.37945556640625,99706800
2023-03-02,392.67999267578125,398.69000244140625,392.3299865722656,397.80999755859375,389.3843994140625,85127800
2023-03-03,399.7099914550781,404.45001220703125,399.0299987792969,404.19000244140625,395.6292724609375,90120000
2023-03-06,405.04998779296875,407.45001220703125,404.010009765625,404.4700012207031,395.9034118652344,72795900
2023-03-07,404.4200134277344,404.6700134277344,397.6300048828125,398.2699890136719,389.83465576171875,108310600
2023-03-08,398.3900146484375,399.7099914550781,396.5899963378906,398.9200134277344,390.4709167480469,74746600
2023-03-09,399.739990234375,401.4800109863281,390.5299987792969,391.55999755859375,383.26678466796875,111945300
2023-03-10,390.989990234375,393.1600036621094,384.32000732421875,385.9100036621094,377.7364196777344,189253000
2023-03-13,381.80999755859375,390.3900146484375,380.6499938964844,385.3599853515625,377.19805908203125,157790000
2023-03-14,390.5,393.45001220703125,387.04998779296875,391.7300109863281,383.4331970214844,149752400
2023-03-15,385.8900146484375,389.489990234375,383.7099914550781,389.2799987792969,381.0350646972656,172996900
2023-03-16,386.82000732421875,396.4700012207031,386.2900085449219,396.1099853515625,387.7204284667969,143254200
2023-03-17,393.2200012207031,394.3999938964844,388.54998779296875,389.989990234375,383.1869201660156,140553400
2023-03-20,390.79998779296875,394.1700134277344,390.07000732421875,393.739990234375,386.8714599609375,93055800
2023-03-21,397.239990234375,399.4100036621094,395.5799865722656,398.9100036621094,391.9512939453125,91524200
2023-03-22,398.7300109863281,402.489990234375,392.07000732421875,392.1099853515625,385.2699279785156,111746600
2023-03-23,395.0899963378906,399.2900085449219,390.3500061035156,393.1700134277344,386.31146240234375,119351300
2023-03-24,391.8399963378906,395.8399963378906,389.3999938964844,395.75,388.8464660644531,107682400
2023-03-27,398.1199951171875,398.9200134277344,395.55999755859375,396.489990234375,389.5735168457031,74010400
2023-03-28,395.7699890136719,396.489990234375,393.69000244140625,395.6000061035156,388.69903564453125,62871700
2023-03-29,399.92999267578125,401.6000061035156,398.67999267578125,401.3500061035156,394.3487548828125,77497900
2023-03-30,404.0899963378906,404.3500061035156,401.760009765625,403.70001220703125,396.6577453613281,69840000
2023-03-31,404.6600036621094,409.70001220703125,404.54998779296875,409.3900146484375,402.2485046386719,112062600
2023-04-03,408.8500061035156,411.3699951171875,408.44000244140625,410.95001220703125,403.7812805175781,67391100
2023-04-04,411.6199951171875,411.9200134277344,407.239990234375,408.6700134277344,401.5410461425781,66601500
2023-04-05,407.9100036621094,408.70001220703125,405.8800048828125,407.6000061035156,400.48974609375,65200200
2023-04-06,406.7699890136719,409.4800109863281,405.67999267578125,409.19000244140625,402.0519714355469,63743300
2023-04-10,406.6099853515625,409.69000244140625,405.9700012207031,409.6099853515625,402.46466064453125,63681000
2023-04-11,410.260009765625,411.17999267578125,408.9200134277344,409.7200012207031,402.5727233886719,59297900
2023-04-12,411.8699951171875,412.1700134277344,407.44000244140625,408.04998779296875,400.931884765625,86420400
2023-04-13,409.17999267578125,413.8399963378906,407.989990234375,413.4700012207031,406.25732421875,85814800
2023-04-14,412.80999755859375,415.0899963378906,410.05999755859375,412.4599914550781,405.26495361328125,78161500
2023-04-17,412.3699951171875,413.9599914550781,411.0899963378906,413.94000244140625,406.7191162109375,66436400
2023-04-18,415.5799865722656,415.7200012207031,412.7799987792969,414.2099914550781,406.9844055175781,63560000
2023-04-19,412.2200012207031,415.0799865722656,412.1600036621094,414.1400146484375,406.9156494140625,55227300
2023-04-20,411.2099914550781,413.70001220703125,410.2699890136719,411.8800048828125,404.695068359375,75840400
2023-04-21,412.19000244140625,412.67999267578125,410.1700134277344,412.20001220703125,405.00946044921875,73457400
2023-04-24,411.989990234375,413.07000732421875,410.6000061035156,412.6300048828125,405.4319763183594,64332100
2023-04-25,410.5799865722656,411.1600036621094,406.0199890136719,406.0799865722656,398.9961853027344,97766700
2023-04-26,406.7200012207031,407.8399963378906,403.7799987792969,404.3599853515625,397.3062438964844,80447000
2023-04-27,407.0,412.69000244140625,406.739990234375,412.4100036621094,405.2157897949219,92968400
2023-04-28,411.489990234375,415.94000244140625,411.42999267578125,415.92999267578125,408.67437744140625,89335600
2023-05-01,415.4700012207031,417.6199951171875,415.2699890136719,415.510009765625,408.26171875,62122300
2023-05-02,414.7699890136719,414.82000732421875,407.82000732421875,410.8399963378906,403.6732482910156,103998500
2023-05-03,411.3599853515625,413.8699951171875,407.7699890136719,408.0199890136719,400.9023742675781,91531800
2023-05-04,406.92999267578125,407.2699890136719,403.739990234375,405.1300048828125,398.0627746582031,94901900
2023-05-05,408.9100036621094,413.7200012207031,408.6400146484375,412.6300048828125,405.4319763183594,87844000
2023-05-08,412.9700012207031,413.239990234375,411.2799987792969,412.739990234375,405.5400390625,50046800
2023-05-09,411.1300048828125,412.0899963378906,410.69000244140625,410.92999267578125,403.7615966796875,49220100
2023-05-10,413.8800048828125,414.5400085449219,408.8699951171875,412.8500061035156,405.6481628417969,96142900
2023-05-11,411.95001220703125,412.42999267578125,409.9700012207031,412.1300048828125,404.9407043457031,70157100
2023-05-12,413.4200134277344,413.6400146484375,409.07000732421875,411.5899963378906,404.4101257324219,70439400
2023-05-15,412.2200012207031,413.42999267578125,410.2300109863281,413.010009765625,405.80535888671875,54289400
2023-05-16,411.8599853515625,412.82000732421875,410.239990234375,410.25,403.093505859375,57705500
2023-05-17,412.3500061035156,415.8599853515625,410.6400146484375,415.2300109863281,407.9866638183594,87287000
2023-05-18,414.8999938964844,419.6700134277344,414.6700134277344,419.2300109863281,411.9168395996094,97177200
2023-05-19,420.1700134277344,420.7200012207031,417.3500061035156,418.6199951171875,411.31744384765625,103679700
2023-05-22,418.6400146484375,420.3900146484375,417.3500061035156,418.7900085449219,411.4845275878906,60745400
2023-05-23,417.0799865722656,418.7200012207031,413.67999267578125,414.0899963378906,406.8664855957031,86383500
2023-05-24,412.4200134277344,412.82000732421875,409.8800048828125,411.0899963378906,403.9188232421875,89213700
2023-05-25,414.739990234375,416.1600036621094,412.4100036621094,414.6499938964844,407.4167175292969,90961600
2023-05-26,415.3299865722656,420.7699890136719,415.25,420.0199890136719,412.69305419921875,93830000
2023-05-30,422.0299987792969,422.5799865722656,418.739990234375,420.17999267578125,412.8502502441406,72216000
2023-05-31,418.2799987792969,419.2200012207031,416.2200012207031,417.8500061035156,410.5609436035156,110811800
2023-06-01,418.0899963378906,422.9200134277344,416.7900085449219,421.82000732421875,414.4617004394531,88865000
2023-06-02,424.5,428.739990234375,423.95001220703125,427.9200134277344,420.4552917480469,91366700
2023-06-05,428.2799987792969,429.6199951171875,426.3699951171875,427.1000061035156,419.6495666503906,65460200
2023-06-06,426.6700134277344,428.5799865722656,425.989990234375,428.0299987792969,420.5633239746094,64022200
2023-06-07,428.44000244140625,429.6199951171875,426.1099853515625,426.54998779296875,419.109130859375,85373300
2023-06-08,426.6199951171875,429.6000061035156,425.82000732421875,429.1300048828125,421.6441650390625,61952800
2023-06-09,429.9599914550781,431.989990234375,428.8699951171875,429.8999938964844,422.40069580078125,85742800
2023-06-12,430.9200134277344,433.8800048828125,430.1700134277344,433.79998779296875,426.2326965332031,76104300
2023-06-13,435.32000732421875,437.3299865722656,434.6300048828125,436.6600036621094,429.0428161621094,95899700
2023-06-14,437.010009765625,439.05999755859375,433.5899963378906,437.17999267578125,429.5537414550781,100612100
2023-06-15,436.3299865722656,443.8999938964844,436.2300109863281,442.6000061035156,434.8791809082031,110303100
2023-06-16,443.0199890136719,443.6099853515625,438.9700012207031,439.4599914550781,433.39788818359375,114121300
2023-06-20,437.45001220703125,438.3699951171875,435.0299987792969,437.17999267578125,431.14935302734375,76160400
2023-06-21,436.1600036621094,436.989990234375,434.3299865722656,434.94000244140625,428.94024658203125,76982300
2023-06-22,433.95001220703125,436.6199951171875,433.6000061035156,436.510009765625,430.4886169433594,70637200
2023-06-23,432.92999267578125,435.05999755859375,432.4700012207031,433.2099914550781,427.23406982421875,92074500
2023-06-26,432.6199951171875,434.6099853515625,431.19000244140625,431.44000244140625,425.4885559082031,72823600
2023-06-27,432.3500061035156,436.80999755859375,431.8800048828125,436.1700134277344,430.15325927734375,72813700
2023-06-28,435.04998779296875,437.44000244140625,434.4100036621094,436.3900146484375,430.3702392578125,75636000
2023-06-29,435.9599914550781,438.2799987792969,435.5400085449219,438.1099853515625,432.0664978027344,67882300
2023-06-30,441.44000244140625,444.29998779296875,441.1099853515625,443.2799987792969,437.1651611328125,104921500
